   1.24726891517639                1        1000         557
   6.27287101745605                1        2000         557
   16.4531071186066                1        3000         557
  0.628059864044189                2        1000         557
   3.00193285942078                2        2000         557
   7.77074790000916                2        3000         557
  0.328253030776978                4        1000         557
   1.52930998802185                4        2000         557
   4.27545785903931                4        3000         557
  0.174757003784180                8        1000         557
  0.828180074691772                8        2000         557
   2.75226902961731                8        3000         557
  0.131278991699219               16        1000         557
  0.570741176605225               16        2000         557
   2.85606598854065               16        3000         557
